ID_C_AUC,N_1A7D,N_8A14D,N_15a21d,N_22a28d
104,0,0,0,0
105,0,0,0,0
106,0,0,0,0
107,0,0,0,0
108,0,0,0,0
109,0,0,0,0
110,0,0,0,0
111,0,0,0,0
112,0,0,0,0
113,0,0,0,0
114,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,0,0,0,0
129,0,0,0,0
130,0,0,0,0
131,0,0,0,0
132,0,0,0,0
133,0,0,0,0
134,0,0,0,0
135,0,0,0,0
136,1,0,0,0
137,0,0,0,0
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,0,0,0,0
142,0,1,2,1
143,0,0,0,0
144,0,0,0,1
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,1
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,0,0,0,0
182,0,0,0,0
183,0,0,0,0
184,0,0,0,0
185,0,0,0,0
186,0,0,1,2
187,0,0,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,1
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,1,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,1
211,0,0,0,0
212,0,0,0,0
213,2,3,2,1
214,12,4,3,12
215,3,8,6,6
216,0,0,0,0
217,0,0,0,0
218,12,6,5,7
219,10,21,13,10
220,7,8,11,9
221,0,0,0,0
222,1,2,2,4
223,13,8,14,26
224,10,5,10,17
225,2,1,0,0
226,1,0,0,2
227,5,3,6,6
228,23,18,11,10
229,2,3,2,6
230,0,0,0,0
231,4,0,1,2
232,14,12,15,17
233,5,13,8,9
234,0,0,0,0
235,0,0,0,0
236,3,1,2,3
237,0,0,0,0
238,0,0,3,0
239,0,0,0,0
240,0,0,0,0
241,2,3,2,1
242,6,6,10,10
243,0,0,0,0
244,3,4,8,2
245,2,0,0,2
246,0,0,0,0
247,0,0,2,0
248,5,6,4,1
249,0,0,0,0
250,0,0,1,0
251,4,9,8,6
252,14,9,2,1
253,5,12,6,5
254,0,0,0,1
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,1
259,4,0,2,3
260,0,0,0,0
261,0,0,0,0
262,1,6,5,6
263,8,9,18,12
264,11,4,6,6
265,1,1,5,1
266,0,0,0,0
267,0,0,0,0
268,0,0,0,0
269,0,0,0,0
270,0,0,0,0
271,0,0,0,0
272,4,1,3,1
273,8,4,8,7
274,7,7,7,6
275,9,6,5,8
276,1,3,5,6
277,0,0,0,0
278,0,0,2,0
279,0,0,0,0
280,14,13,6,8
281,6,7,7,9
282,3,2,9,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
286,1,0,0,0
287,0,7,12,3
288,1,1,0,0
289,0,0,0,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,0,0,0,0
294,0,0,0,1
295,0,0,0,0
296,0,0,0,0
297,0,0,0,2
298,0,0,0,0
299,0,0,0,0
300,0,0,0,0
301,0,0,0,0
302,1,0,1,0
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
306,0,0,0,0
307,0,0,0,0
308,0,0,0,0
309,0,0,0,0
310,1,0,0,0
311,0,0,0,0
312,0,0,0,0
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,0,0,0
319,0,0,2,9
320,0,0,0,0
321,0,0,0,0
322,0,0,0,0
323,1,0,0,0
324,0,0,0,0
325,0,0,0,0
326,0,0,0,0
327,0,0,0,0
328,0,0,0,0
329,0,0,0,0
330,0,0,0,0
331,0,0,0,0
332,0,0,0,0
333,0,1,0,0
334,0,0,0,0
335,0,0,0,0
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,0,0,0,0
344,1,6,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,0,0,0,0
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,0,0,0,0
357,0,0,0,0
358,0,0,0,0
359,0,0,0,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,0,0,0,0
369,0,0,0,0
370,0,0,0,0
371,0,0,0,0
372,0,1,0,0
373,0,0,0,0
374,0,0,0,0
375,0,0,0,0
376,0,0,0,0
377,0,0,1,0
378,2,2,0,2
379,0,0,0,1
380,0,0,0,0
381,0,0,0,0
382,0,0,1,2
383,0,0,0,0
384,0,0,0,0
385,1,0,0,1
386,0,0,0,0
387,3,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0,0,0,0
392,0,0,0,0
393,0,1,0,0
394,0,0,0,0
395,0,0,0,0
396,0,0,0,0
397,0,0,0,0
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,0,0,0
402,0,0,0,0
403,1,2,0,0
404,1,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,0,0,0
408,0,0,0,0
409,0,0,0,0
410,0,0,0,0
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,3
419,2,2,3,2
420,0,0,1,0
421,0,0,0,0
422,0,0,0,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,0,0,0
427,0,0,0,0
428,1,0,3,3
429,3,0,2,0
430,1,0,1,0
431,1,1,2,0
432,0,0,0,0
433,0,0,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,0,1,5,5
439,4,2,2,11
440,0,1,2,1
441,0,0,3,1
442,0,0,0,8
443,0,0,0,0
444,0,0,0,0
445,3,1,1,8
446,6,4,5,5
447,1,1,7,0
448,0,1,0,1
449,0,0,0,7
450,0,0,0,0
451,2,0,3,0
452,1,3,3,1
453,0,0,0,0
454,0,0,0,0
455,0,0,0,0
456,0,1,2,1
457,2,1,4,9
458,0,0,0,0
459,0,0,0,0
460,1,0,0,1
461,0,0,0,0
462,0,0,1,2
463,4,0,0,1
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
473,0,0,0,0
474,0,0,0,0
475,0,0,0,0
476,0,0,3,0
477,0,0,0,0
478,0,0,0,0
479,0,0,0,0
480,0,0,0,0
481,1,1,0,2
482,0,0,0,0
483,0,0,0,0
484,0,0,0,0
485,0,2,0,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,0,0,0,2
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
497,0,0,0,0
498,0,0,0,0
499,0,0,0,0
500,0,0,0,0
501,0,0,0,0
502,0,1,0,2
503,1,0,1,2
504,0,0,0,0
505,0,0,0,0
506,0,0,0,0
507,0,0,0,0
508,0,0,0,0
509,0,1,2,0
510,0,0,0,0
511,7,10,0,2
512,3,4,6,3
513,0,0,0,0
514,0,0,0,0
515,0,0,0,0
516,0,0,0,0
517,0,0,0,0
518,1,0,0,0
519,0,0,0,0
520,0,0,0,0
521,1,1,3,1
522,0,0,0,0
523,0,0,0,0
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,0,0,0
530,0,0,0,0
531,0,0,0,0
532,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,0,0,0,0
541,3,0,0,0
542,0,0,0,0
543,0,0,0,0
544,0,0,0,0
545,0,0,2,0
546,0,0,0,0
547,8,2,2,2
548,0,0,0,2
549,0,0,0,0
550,0,0,0,0
551,3,10,2,4
552,0,1,2,0
553,4,4,2,6
554,12,14,7,2
555,2,3,2,4
556,2,4,7,2
557,7,7,18,14
558,9,10,27,19
559,0,1,0,1
560,4,7,7,13
561,17,13,20,20
562,0,0,0,0
563,4,14,12,8
564,7,6,2,9
565,10,14,9,2
566,0,1,2,0
567,0,0,0,0
568,2,0,0,0
569,7,7,7,7
570,4,8,13,5
571,2,1,4,2
572,0,0,0,0
573,1,2,3,2
574,6,8,4,19
575,1,0,1,0
576,4,5,7,6
577,10,9,21,15
578,0,0,0,1
579,1,5,0,0
580,4,3,9,5
581,5,10,13,6
582,0,0,0,0
583,2,4,1,1
584,8,4,3,6
585,2,0,2,6
586,0,0,0,0
587,2,5,5,8
588,10,8,9,8
589,0,1,0,0
590,0,0,0,0
591,6,14,7,2
592,14,14,18,5
593,0,0,0,0
594,2,1,0,1
595,3,9,3,2
596,8,15,9,3
597,0,0,0,0
598,2,4,3,3
599,1,4,0,5
600,0,0,0,1
601,0,0,0,0
602,0,1,2,0
603,1,3,1,4
604,0,0,0,0
605,0,0,0,0
606,0,0,0,0
607,0,0,0,0
608,2,1,3,6
609,1,7,4,1
610,0,0,0,0
611,0,0,0,0
612,2,0,0,1
613,0,0,0,0
614,0,0,0,0
615,0,0,2,1
616,1,2,0,0
617,0,0,1,0
618,0,0,0,0
619,3,0,0,0
620,0,0,0,0
621,0,1,1,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,0,0,0,0
630,0,0,0,0
631,0,0,0,0
632,0,0,0,0
633,0,0,6,0
634,0,0,0,0
635,0,0,0,0
636,0,2,2,0
637,4,1,0,0
638,0,0,0,0
639,0,0,0,0
640,0,0,0,0
641,0,0,0,0
642,0,0,0,0
643,0,0,0,0
644,0,0,0,0
645,0,0,0,0
646,0,0,0,0
647,0,0,0,0
648,0,1,5,1
649,2,6,6,3
650,0,1,0,0
651,0,0,0,0
652,0,1,3,2
653,0,0,0,0
654,0,0,0,0
655,0,0,0,0
656,1,0,0,0
657,0,0,0,0
658,0,0,0,0
659,0,0,0,0
660,0,0,0,0
661,0,0,0,0
662,0,0,0,0
663,0,0,0,1
664,0,0,0,0
665,0,0,0,0
666,0,0,0,0
667,0,0,0,0
668,0,0,0,0
669,0,0,0,0
670,0,0,0,0
671,0,0,0,0
672,0,0,0,0
673,0,0,0,0
674,10,6,7,8
675,0,0,0,0
676,0,0,0,0
677,1,3,1,3
678,1,1,10,3
679,2,4,0,1
680,0,0,2,0
681,0,0,0,0
682,0,0,0,0
683,0,0,0,0
684,0,0,0,0
685,0,0,0,0
686,0,0,0,0
687,0,0,0,0
688,0,0,0,0
689,0,0,0,0
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,0,0,0,0
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,0,0,0,0
703,0,0,0,0
704,0,0,0,0
705,0,0,0,0
706,0,0,0,0
707,0,0,0,0
708,0,0,0,0
709,0,0,0,0
710,0,0,0,0
711,0,0,1,0
712,0,0,0,0
713,0,0,0,0
714,0,0,0,0
715,0,0,0,0
716,0,0,0,0
717,2,0,5,0
718,1,1,0,0
719,0,0,0,0
720,0,0,1,0
721,0,0,0,0
722,0,0,0,0
723,0,0,0,0
724,0,0,0,0
725,0,0,0,0
726,0,0,0,0
727,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,0
732,0,0,0,0
733,0,0,0,0
734,0,0,0,0
735,0,0,0,0
736,0,0,0,0
737,0,0,0,0
738,0,0,0,0
739,0,0,0,0
740,0,0,0,0
741,0,0,0,0
742,0,0,0,0
743,0,0,0,0
744,0,0,0,0
745,0,0,0,0
746,0,0,3,0
747,0,0,0,0
748,0,0,0,0
749,0,0,0,0
750,0,0,0,0
751,0,0,0,0
752,0,0,0,0
753,0,0,0,1
754,0,0,0,0
755,0,0,1,1
756,0,0,0,0
757,0,0,0,0
758,0,0,0,0
759,0,0,0,0
760,1,6,3,1
761,0,0,0,0
762,0,0,0,0
763,1,0,0,0
764,4,0,0,0
765,0,0,0,0
766,3,0,0,0
767,2,0,0,2
768,2,2,2,5
769,5,4,1,3
770,7,13,7,4
771,0,0,0,0
772,0,1,0,0
773,2,1,2,2
774,7,13,6,4
775,1,1,2,5
776,5,13,8,5
777,0,0,0,2
778,0,0,0,0
779,3,0,0,2
780,0,0,0,2
781,0,4,0,2
782,5,3,0,5
783,0,1,4,0
784,0,0,0,0
785,0,1,0,1
786,4,7,7,7
787,2,2,0,0
788,1,8,1,8
789,0,4,2,2
790,0,0,9,0
791,0,0,0,0
792,0,0,1,0
793,2,1,0,0
794,2,3,0,1
795,0,0,1,0
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,0,0,0,0
800,0,0,1,1
801,3,6,2,4
802,0,0,2,0
803,0,0,0,0
804,0,0,0,0
805,0,0,1,0
806,1,1,1,2
807,2,1,0,4
808,0,0,0,0
809,0,0,0,0
810,0,0,0,0
811,0,0,0,0
812,0,0,0,0
813,0,0,0,0
814,0,0,0,0
815,0,0,0,0
816,0,0,0,1
817,0,0,3,3
818,0,1,2,0
819,1,0,0,1
820,0,0,0,1
821,0,0,0,0
822,0,0,0,0
823,0,0,0,0
824,0,0,0,0
825,0,0,0,0
826,0,0,0,0
827,0,0,0,0
828,0,0,1,0
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,0,0,0,0
833,0,0,0,0
834,0,0,0,0
835,0,0,0,0
836,0,0,0,0
837,0,0,0,0
838,0,0,0,0
839,0,0,0,0
840,0,0,0,0
841,1,0,0,0
842,0,0,0,1
843,0,0,0,0
844,0,0,0,0
845,0,0,0,0
846,0,0,0,0
847,0,0,0,0
848,0,1,1,0
849,0,0,0,2
850,0,0,0,0
851,0,0,0,0
852,0,0,0,0
853,0,0,0,0
854,0,0,0,0
855,0,0,0,0
856,0,0,0,0
857,0,0,0,0
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0,0,0,0
862,0,0,1,0
863,0,0,1,0
864,0,0,0,0
865,0,0,0,0
866,2,1,1,1
867,2,4,7,3
868,0,2,0,5
869,0,0,0,0
870,0,0,0,0
871,0,0,0,0
872,0,0,0,0
873,0,0,0,0
874,0,0,0,0
875,0,0,0,0
876,0,0,1,0
877,0,0,0,0
878,0,0,0,0
879,0,0,0,0
880,1,1,0,6
881,0,0,0,0
882,0,0,0,1
883,1,0,4,5
884,0,0,1,0
885,0,0,1,0
886,0,0,0,0
887,0,0,0,0
888,0,0,0,0
889,0,0,0,0
890,0,0,0,5
891,0,0,0,0
892,0,0,0,1
893,0,0,0,0
894,0,0,0,0
895,0,0,0,0
896,0,0,0,0
897,0,0,0,0
898,0,0,0,0
899,0,0,0,0
900,0,0,0,0
901,0,0,0,0
902,0,2,4,9
903,0,1,1,0
904,0,0,0,0
905,0,0,0,1
906,0,0,0,0
907,0,0,0,0
908,0,0,0,0
909,0,0,0,0
910,0,3,6,3
911,2,3,0,2
912,1,2,2,4
913,0,0,0,0
914,0,0,1,0
915,0,1,3,3
916,5,4,5,6
917,0,6,6,10
918,0,0,0,0
919,0,0,0,0
920,0,0,0,0
921,0,0,0,0
922,2,1,2,6
923,4,9,9,10
924,1,0,12,9
925,0,0,0,0
926,0,0,0,0
927,0,0,0,1
928,0,0,0,0
929,0,0,0,0
930,0,0,0,0
931,0,0,0,1
932,0,0,0,0
933,0,0,0,0
934,0,0,0,0
935,0,0,0,0
936,0,0,0,0
937,0,0,0,0
938,0,0,0,0
939,0,0,0,0
940,0,0,0,0
941,0,0,0,0
942,0,0,0,0
943,0,0,0,0
944,0,0,0,0
945,0,0,0,0
946,0,0,0,0
947,0,0,0,0
948,0,0,0,0
949,0,0,0,0
950,0,0,0,0
951,0,0,0,0
952,0,0,0,0
953,0,0,0,0
954,0,0,0,0
955,0,0,0,0
956,0,0,0,0
957,0,0,0,0
958,0,0,0,0
959,1,0,0,2
960,0,0,0,0
961,0,0,0,0
962,0,0,0,0
963,0,0,0,0
964,0,0,0,0
965,0,0,0,1
966,0,0,0,0
967,0,0,0,0
968,0,0,0,0
969,0,0,0,0
970,0,0,0,0
971,0,0,0,0
972,0,0,0,0
973,0,0,0,0
974,0,0,0,0
975,0,0,0,0
976,0,0,0,0
977,0,0,0,0
978,0,0,0,0
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,0,0,0,0
983,0,0,0,0
984,0,0,0,0
985,0,0,0,0
986,0,0,0,0
987,0,0,0,0
988,0,0,0,0
989,0,0,0,0
990,0,0,0,0
991,0,0,0,0
992,0,0,0,0
993,0,0,0,0
994,0,0,0,0
995,0,0,0,0
996,0,0,0,0
997,0,0,0,0
998,0,0,0,0
999,0,0,0,0
1000,0,0,0,0
1001,0,0,0,0
1002,0,0,0,0
1003,0,0,0,0
1004,0,0,0,0
1005,0,0,0,0
1006,0,0,1,0
1007,0,0,0,0
1008,0,0,0,0
1009,0,0,0,0
1010,0,0,0,0
1011,0,0,0,0
1012,0,0,0,2
1013,0,0,0,0
1014,3,0,1,3
1015,0,4,2,2
1016,0,0,0,0
1017,0,0,0,0
1018,4,6,11,16
1019,1,0,2,2
1020,0,1,2,1
1021,0,0,0,0
1022,0,0,0,0
1023,0,0,1,0
1024,2,0,1,9
1025,0,3,1,1
1026,4,1,2,1
1027,1,3,0,0
1028,0,1,2,1
1029,0,0,0,0
1030,0,0,0,0
1031,0,0,0,0
1032,0,0,0,0
1033,0,0,0,0
1034,0,0,0,0
1035,1,0,0,1
1036,0,0,1,7
1037,0,0,0,0
1038,0,1,1,1
1039,1,5,3,0
1040,0,0,0,0
1041,0,0,0,0
1042,0,0,0,0
1043,1,0,0,0
1044,0,0,0,0
1045,0,0,0,0
1046,1,2,1,4
1047,0,0,0,0
1048,0,2,0,0
1049,0,0,0,0
1050,0,0,0,0
1051,0,0,0,0
1052,0,0,0,0
1053,0,0,0,0
1054,0,0,0,0
1055,0,0,1,0
1056,0,0,0,0
1057,0,0,0,2
1058,2,1,0,1
1059,2,4,3,1
1060,0,0,0,0
1061,0,0,0,0
1062,0,0,0,1
1063,0,0,0,0
1064,1,1,0,2
1065,0,0,1,0
1066,0,1,2,1
1067,0,1,4,0
1068,2,2,2,0
1069,0,0,0,0
1070,0,0,0,0
1071,0,0,0,0
1072,1,0,0,1
1073,0,0,0,2
1074,2,3,1,1
1075,0,1,1,2
1076,0,1,1,2
1077,0,0,0,0
1078,2,0,1,0
1079,0,0,0,5
1080,0,0,0,0
1081,0,0,0,0
1082,0,0,0,0
1083,0,0,0,0
1084,0,0,0,0
1085,1,0,0,1
1086,3,0,2,1
1087,1,1,2,1
1088,0,0,1,0
1089,0,0,0,0
1090,0,1,0,0
1091,0,0,0,0
1092,0,1,0,0
1093,0,0,0,0
1094,0,0,0,0
1095,0,0,0,0
1096,1,4,4,2
1097,3,0,0,1
1098,0,1,0,0
1099,0,0,0,1
1100,0,1,2,1
1101,0,4,5,3
1102,0,0,1,1
1103,0,0,0,0
1104,0,0,0,0
1105,0,0,2,0
1106,0,0,1,0
1107,0,0,0,0
1108,0,0,0,0
1109,0,0,0,0
1110,0,0,0,0
1111,0,0,0,0
1112,0,0,0,0
1113,1,2,2,5
1114,0,0,1,0
1115,0,0,0,0
1116,1,0,0,0
1117,0,0,0,0
1118,1,0,2,0
1119,2,3,2,0
1120,0,4,2,3
1121,1,2,1,3
1122,0,0,0,0
1123,0,0,0,0
1124,0,0,0,0
1125,0,0,0,0
1126,0,0,0,0
1127,1,0,2,2
1128,0,1,1,0
1129,0,0,0,3
1130,0,0,0,0
1131,0,0,0,0
1132,0,0,0,4
1133,0,0,0,0
1134,0,0,1,0
1135,0,1,1,1
1136,0,6,6,6
1137,1,1,0,6
1138,0,0,0,0
1139,0,0,0,0
1140,0,0,0,0
1141,0,0,0,0
1142,0,0,0,0
1143,0,0,0,0
1144,0,1,0,0
1145,1,0,4,4
1146,1,5,0,11
1147,2,1,2,3
1148,0,0,0,1
1149,0,0,0,0
1150,0,0,0,0
1151,2,0,0,1
1152,1,2,2,6
1153,0,0,1,1
1154,0,0,0,0
1155,0,0,0,0
1156,0,0,0,0
1157,0,0,0,0
1158,0,0,0,0
1159,0,0,0,0
1160,0,0,0,0
1161,0,0,0,0
1162,0,0,0,0
1163,3,0,0,2
1164,0,1,2,2
1165,2,4,6,3
1166,0,0,0,0
1167,0,0,0,0
1168,0,0,1,2
1169,0,0,0,0
1170,0,0,0,0
1171,0,0,0,0
1172,2,0,0,1
1173,0,0,0,0
1174,0,0,0,0
1175,0,0,0,0
1176,0,0,0,0
1177,0,0,0,0
1178,0,0,0,0
1179,0,0,0,0
1180,0,0,0,0
1181,0,0,0,0
1182,1,1,1,6
1183,3,0,4,1
1184,1,0,6,0
1185,0,0,0,0
1186,0,0,0,0
1187,0,0,0,0
1188,0,0,0,0
1189,0,0,0,0
1190,0,0,0,0
1191,0,0,0,1
1192,0,3,1,0
1193,0,0,0,3
1194,4,2,1,1
1195,0,0,1,0
1196,0,0,0,0
1197,0,0,0,0
1198,0,0,0,0
1199,0,0,0,0
1200,0,0,0,0
1201,0,0,0,0
1202,0,0,0,0
1203,0,0,0,0
1204,0,0,0,0
1205,1,4,1,0
1206,0,0,0,0
1207,0,0,0,0
1208,0,0,0,0
1209,0,0,0,0
1210,0,0,0,0
1211,0,0,0,0
1212,0,0,0,0
1213,0,0,0,0
1214,0,0,0,0
1215,0,0,0,0
1216,0,0,0,0
1217,0,0,0,0
1218,0,0,0,0
1219,0,0,1,0
1220,0,0,0,0
1221,0,0,0,0
1222,0,0,0,0
1223,0,0,0,0
1224,0,0,0,0
1225,0,1,1,2
1226,0,0,2,1
1227,0,0,0,0
1228,0,0,0,0
1229,0,0,0,0
1230,0,0,0,0
1231,0,0,0,0
1232,0,0,0,0
1233,0,0,0,0
1234,0,0,0,0
1235,0,0,0,0
1236,0,0,0,0
1237,0,0,0,0
1238,0,0,1,2
1239,0,0,0,0
1240,0,0,0,0
1241,0,0,0,0
1242,0,0,0,0
1243,0,0,0,0
1244,0,0,0,0
1245,0,0,0,0
1246,0,0,0,0
1247,0,0,0,0
1248,0,0,0,0
1249,0,0,0,1
1250,0,0,0,2
1251,0,3,1,0
1252,0,1,0,1
1253,0,0,0,0
1254,0,0,0,0
1255,0,0,0,0
1256,0,0,0,0
1257,0,0,0,1
1258,0,0,0,0
1259,0,0,0,0
1260,0,0,0,0
1261,0,0,0,0
1262,0,0,0,0
1263,0,0,0,0
1264,0,0,0,0
1265,1,0,0,0
1266,0,0,0,0
1267,0,0,0,0
1268,0,0,0,0
1269,0,0,0,0
1270,0,0,0,2
1271,0,0,0,0
1272,0,0,0,0
1273,0,0,0,0
1274,0,0,0,0
1275,0,1,0,0
1276,0,0,0,0
1277,0,0,0,0
1278,0,0,0,0
1279,0,2,0,1
1280,0,0,0,0
1281,0,0,0,0
1282,0,0,0,0
1283,0,0,0,0
1284,0,0,0,0
1285,0,0,0,0
1286,0,0,0,0
1287,0,0,0,0
1288,0,0,0,0
1289,0,0,0,0
1290,0,0,0,0
1291,0,0,0,0
1292,0,0,0,0
1293,0,0,0,0
1294,0,0,0,0
1295,0,0,0,0
1296,0,0,0,0
1297,0,0,0,0
1298,0,0,0,0
1299,0,0,0,0
1300,0,0,0,0
1301,0,0,0,0
1302,0,0,0,0
1303,0,0,0,0
1304,0,0,0,0
1305,0,0,0,0
1306,0,0,0,0
1307,0,0,0,0
1308,0,0,0,0
1309,0,0,0,0
1310,0,0,0,0
1311,0,0,0,0
1312,0,0,0,0
1313,0,0,0,0
1314,0,0,0,0
1315,1,1,3,6
1316,0,0,0,1
1317,0,0,0,0
1318,0,0,1,2
1319,0,0,2,3
1320,0,0,0,0
1321,0,0,0,0
1322,0,1,0,0
1323,0,0,1,0
1324,0,0,0,0
1325,0,0,0,0
1326,0,0,0,0
1327,0,0,0,0
1328,0,0,0,0
1329,0,0,0,0
1330,0,0,0,1
1331,0,0,0,1
1332,0,0,0,0
1333,0,0,0,0
1334,0,0,0,0
1335,4,4,3,4
1336,0,0,0,0
1337,0,0,0,0
1338,0,0,0,0
1339,0,0,0,0
1340,0,0,1,2
1341,0,0,0,0
1342,0,0,0,0
1343,0,0,0,0
1344,0,0,0,0
1345,0,0,0,0
1346,0,0,0,0
1347,0,0,0,0
1348,0,0,0,0
1349,0,0,0,0
1350,0,0,0,0
1351,0,0,0,0
1352,0,0,0,0
1353,0,0,0,0
1354,0,0,0,0
1355,0,0,0,0
1356,0,0,0,0
1357,0,0,0,0
