ID_C_AUC,N_1A7D,N_8A14D,N_15a21d,N_22a28d
104,0,0,0,0
105,0,0,0,0
106,0,0,0,0
107,0,0,0,0
108,0,0,0,0
109,0,0,0,0
110,0,0,0,0
111,0,0,0,0
112,0,0,0,0
113,0,0,0,0
114,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,0,0,0,0
129,0,0,0,0
130,0,0,0,0
131,0,0,0,0
132,0,0,0,0
133,0,0,0,0
134,0,0,0,0
135,0,0,0,0
136,0,0,0,0
137,0,0,0,0
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,0,0,0,0
142,0,0,0,0
143,0,0,0,1
144,1,0,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,1,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,0,0,0,0
182,0,0,0,0
183,0,0,0,0
184,0,0,0,0
185,0,0,0,0
186,2,0,0,0
187,0,0,0,0
188,0,0,0,0
189,0,0,0,2
190,0,0,0,0
191,1,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,1,0,0,0
211,0,0,0,0
212,0,0,0,0
213,2,1,0,1
214,11,5,3,7
215,2,10,1,12
216,0,0,0,0
217,0,0,0,0
218,8,5,10,7
219,9,11,10,20
220,10,15,4,9
221,0,0,0,0
222,3,3,1,2
223,15,21,11,17
224,13,23,13,14
225,0,1,1,5
226,1,0,0,1
227,4,5,1,8
228,8,14,13,18
229,4,5,3,7
230,0,0,0,0
231,1,3,6,4
232,18,12,11,8
233,5,7,6,6
234,0,0,0,0
235,0,0,0,0
236,3,6,4,7
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,2,4,3
242,10,13,16,8
243,0,0,0,0
244,4,3,1,1
245,1,2,6,5
246,0,0,0,0
247,0,1,0,0
248,0,4,0,2
249,0,0,0,0
250,0,0,0,1
251,6,3,4,9
252,1,1,8,18
253,8,1,4,2
254,1,1,1,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,1,0,2,1
259,4,2,0,3
260,0,0,0,0
261,0,0,0,0
262,4,5,9,16
263,10,14,9,6
264,5,7,8,8
265,3,0,1,0
266,0,0,0,0
267,0,0,0,0
268,0,0,0,0
269,0,0,0,0
270,0,0,0,1
271,0,0,0,0
272,5,0,4,6
273,10,8,4,12
274,5,6,4,4
275,9,2,4,4
276,9,6,5,5
277,0,0,0,0
278,0,0,0,1
279,0,0,0,1
280,7,10,6,11
281,4,12,5,7
282,0,2,5,1
283,0,0,0,0
284,0,0,0,0
285,0,0,0,2
286,0,0,1,0
287,4,15,9,2
288,0,0,3,1
289,0,0,0,0
290,0,0,0,0
291,0,0,0,0
292,0,0,1,0
293,0,0,0,0
294,0,1,0,0
295,0,0,0,0
296,0,0,0,0
297,2,0,1,1
298,0,0,0,0
299,0,0,0,0
300,0,1,0,0
301,0,0,0,0
302,0,0,0,0
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
306,0,0,0,0
307,0,0,0,0
308,0,0,0,0
309,0,0,0,0
310,0,0,0,0
311,0,0,0,0
312,0,0,0,0
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,0,0,0
319,8,6,3,2
320,0,0,1,1
321,0,0,0,0
322,0,0,0,0
323,0,0,2,0
324,0,0,0,0
325,0,0,1,1
326,0,0,0,0
327,0,0,0,0
328,0,0,0,0
329,0,0,0,0
330,0,0,0,0
331,0,0,0,0
332,0,0,0,0
333,0,0,0,0
334,0,0,0,0
335,0,0,0,0
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,0,0,0,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,0,0,0,0
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,0,0,0,0
357,0,0,0,0
358,0,0,0,0
359,0,0,0,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,0,0,0,0
369,0,0,0,0
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,0,0
374,0,0,0,0
375,0,1,0,0
376,0,0,0,1
377,0,2,0,0
378,2,1,1,0
379,1,0,0,0
380,0,0,0,0
381,0,0,0,0
382,2,0,2,0
383,0,0,0,0
384,0,0,0,0
385,1,0,0,0
386,0,0,0,0
387,0,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0,0,0,0
392,0,0,0,0
393,0,0,0,0
394,0,0,0,0
395,0,0,0,0
396,0,0,0,0
397,0,0,0,0
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,0,0,0
402,0,0,0,0
403,0,1,1,2
404,0,0,0,0
405,0,0,0,0
406,0,0,0,2
407,0,0,0,0
408,0,0,0,0
409,0,0,0,0
410,0,0,0,0
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,3,0,4,6
419,2,1,1,3
420,0,1,0,0
421,0,0,0,0
422,0,0,0,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,0,0,0
427,0,0,0,0
428,4,3,5,9
429,0,7,2,9
430,0,1,5,1
431,0,1,4,2
432,0,1,0,0
433,0,0,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,3,12,3,5
439,7,12,1,2
440,0,5,2,3
441,1,0,1,6
442,8,1,0,4
443,0,0,0,0
444,0,2,0,0
445,6,5,1,1
446,3,8,6,5
447,1,6,8,3
448,1,2,1,1
449,5,3,0,0
450,0,0,1,0
451,0,1,1,3
452,1,2,3,5
453,0,0,0,0
454,0,0,0,0
455,0,0,0,0
456,1,5,1,0
457,6,8,4,1
458,0,0,0,0
459,0,0,0,0
460,0,3,0,0
461,0,0,0,0
462,2,0,0,0
463,1,0,0,0
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
473,0,0,0,0
474,0,0,0,0
475,0,0,0,0
476,1,0,1,0
477,0,0,0,0
478,0,0,0,0
479,0,0,0,0
480,0,2,0,0
481,0,2,0,0
482,0,0,0,0
483,0,0,0,0
484,0,0,0,0
485,0,7,1,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,1,4,0,1
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
497,0,0,0,0
498,0,0,0,0
499,0,0,0,0
500,0,0,0,0
501,0,0,0,0
502,2,0,0,1
503,1,2,0,0
504,0,0,0,0
505,0,0,0,0
506,0,0,0,0
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,1,2
511,3,2,1,7
512,2,6,8,7
513,0,0,0,0
514,0,0,0,0
515,0,0,0,0
516,0,0,0,0
517,0,0,0,0
518,0,0,0,0
519,0,0,1,0
520,0,0,0,0
521,0,2,3,0
522,0,0,0,0
523,0,0,0,0
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,0,0,0
530,0,0,0,0
531,0,0,0,0
532,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,0,0,1,0
541,1,0,2,2
542,0,0,0,0
543,0,0,0,0
544,0,0,0,0
545,0,0,1,0
546,0,0,0,0
547,1,2,0,4
548,1,1,0,2
549,0,0,0,0
550,0,0,0,0
551,5,10,2,3
552,0,1,1,0
553,3,8,4,1
554,3,3,3,1
555,1,5,6,8
556,0,3,0,2
557,15,21,4,14
558,19,6,15,13
559,0,1,0,0
560,10,12,9,3
561,16,11,14,19
562,0,0,0,0
563,5,6,8,10
564,5,6,6,3
565,5,14,6,9
566,0,0,0,0
567,0,0,0,0
568,0,0,4,0
569,7,4,5,15
570,4,11,14,12
571,3,3,0,0
572,0,0,0,0
573,2,1,1,2
574,8,18,8,16
575,0,0,0,1
576,5,5,7,8
577,11,9,14,12
578,0,1,2,0
579,0,0,0,1
580,6,3,2,11
581,6,13,5,13
582,0,0,0,0
583,1,2,0,3
584,7,7,3,10
585,1,6,3,0
586,0,0,0,0
587,4,6,4,4
588,7,6,9,11
589,0,0,2,1
590,0,0,0,0
591,2,5,5,10
592,4,18,15,16
593,0,0,0,0
594,0,2,1,0
595,2,5,4,14
596,2,7,4,8
597,0,0,0,0
598,3,1,2,4
599,3,4,3,3
600,0,1,0,0
601,0,0,0,0
602,0,1,1,0
603,2,4,3,1
604,0,0,0,0
605,0,0,0,0
606,0,0,0,0
607,0,0,0,0
608,6,2,0,5
609,1,3,7,5
610,0,0,0,0
611,0,0,1,1
612,0,4,1,3
613,0,0,0,0
614,0,0,0,0
615,1,1,1,2
616,0,0,0,1
617,1,0,0,2
618,0,0,0,0
619,0,0,0,0
620,0,0,0,0
621,0,0,0,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,0,0,0,0
630,0,0,0,0
631,0,0,0,0
632,0,0,0,0
633,0,1,0,0
634,0,0,0,0
635,0,0,0,0
636,0,0,0,0
637,0,3,4,2
638,0,0,0,0
639,0,0,0,0
640,0,1,0,0
641,0,0,0,0
642,0,0,0,0
643,0,0,0,0
644,0,0,0,0
645,0,0,0,0
646,0,0,0,0
647,0,0,0,0
648,0,2,1,0
649,2,0,0,0
650,0,0,0,0
651,0,0,0,0
652,2,0,0,0
653,0,0,0,0
654,0,0,0,0
655,0,0,0,0
656,0,0,0,0
657,0,0,0,0
658,0,0,0,0
659,0,0,0,2
660,0,0,4,7
661,0,0,0,0
662,0,0,0,0
663,1,0,1,0
664,0,0,0,1
665,0,0,0,0
666,0,0,0,0
667,0,0,0,0
668,0,0,0,0
669,0,2,2,0
670,0,0,0,0
671,0,0,0,0
672,0,0,0,0
673,0,0,0,0
674,5,12,9,1
675,0,0,0,2
676,0,0,0,0
677,3,0,0,1
678,3,6,6,5
679,0,3,0,1
680,0,0,0,0
681,0,0,0,0
682,0,0,0,0
683,0,0,0,0
684,0,0,0,0
685,0,0,0,0
686,0,0,0,0
687,0,0,0,0
688,0,0,0,0
689,0,0,0,0
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,0,0,0,0
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,0,0,0,0
703,0,0,0,0
704,0,0,0,0
705,0,0,0,0
706,0,0,0,0
707,0,0,0,0
708,0,0,0,0
709,0,0,0,0
710,0,0,0,0
711,0,0,1,2
712,0,0,0,0
713,0,0,0,0
714,0,0,0,0
715,0,0,0,0
716,0,0,1,0
717,0,1,10,5
718,0,0,0,0
719,0,0,0,0
720,0,0,0,0
721,0,0,0,0
722,0,0,0,0
723,0,2,3,0
724,0,0,0,0
725,0,0,0,0
726,0,0,0,0
727,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,1
732,0,0,0,0
733,0,0,0,0
734,0,0,0,0
735,0,0,0,0
736,0,0,0,0
737,0,0,0,0
738,0,0,0,0
739,0,0,0,0
740,0,0,0,0
741,0,0,0,1
742,0,0,2,0
743,0,0,0,0
744,0,0,0,0
745,0,0,0,0
746,0,0,0,0
747,0,0,0,0
748,0,0,0,0
749,0,0,0,0
750,0,0,0,0
751,0,0,0,0
752,0,0,0,0
753,1,0,1,0
754,0,0,0,0
755,1,0,0,1
756,0,0,0,0
757,0,0,0,0
758,0,0,0,0
759,0,0,0,0
760,1,0,0,2
761,0,0,0,0
762,0,0,0,2
763,0,0,1,3
764,0,0,1,1
765,0,0,0,0
766,0,0,0,0
767,2,2,0,5
768,5,2,3,15
769,3,3,2,17
770,2,7,10,9
771,0,0,0,0
772,0,0,0,0
773,2,0,0,0
774,3,3,11,13
775,3,7,1,7
776,2,6,8,6
777,1,1,0,0
778,0,0,0,0
779,0,2,0,13
780,2,1,2,0
781,1,3,4,6
782,3,3,1,12
783,0,3,3,1
784,0,0,0,0
785,0,1,3,0
786,5,6,4,11
787,0,1,3,3
788,6,3,2,11
789,1,1,2,7
790,0,0,0,3
791,0,0,0,0
792,0,1,1,1
793,0,0,0,0
794,1,0,0,0
795,0,0,0,2
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,0,0,0,0
800,1,9,0,6
801,1,5,1,5
802,0,0,1,1
803,0,1,0,0
804,0,0,0,0
805,0,0,0,0
806,2,0,5,8
807,4,2,3,2
808,0,0,0,0
809,0,0,0,0
810,0,0,0,0
811,0,0,0,0
812,0,0,0,0
813,0,0,0,0
814,0,0,0,1
815,0,1,0,1
816,0,1,0,0
817,0,5,0,1
818,0,0,1,0
819,1,1,0,0
820,1,0,0,0
821,0,0,0,0
822,0,0,0,0
823,0,0,0,0
824,0,0,0,0
825,0,0,0,0
826,0,0,0,0
827,0,0,0,0
828,0,0,0,0
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,0,0,0,0
833,0,0,0,0
834,0,0,0,0
835,0,0,0,0
836,0,0,0,0
837,0,0,0,0
838,0,0,0,0
839,0,0,0,0
840,0,0,0,0
841,0,0,0,0
842,0,1,0,0
843,0,0,0,0
844,0,0,0,0
845,0,0,0,0
846,0,0,0,0
847,0,0,0,0
848,1,0,0,0
849,2,0,0,0
850,0,0,0,0
851,0,0,0,1
852,0,0,0,0
853,0,0,0,0
854,0,0,0,0
855,0,0,0,0
856,0,0,0,0
857,0,2,0,0
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0,0,0,0
862,0,0,0,0
863,0,0,0,0
864,0,0,0,0
865,0,0,0,0
866,0,8,1,2
867,1,6,6,3
868,2,6,4,6
869,0,0,0,0
870,0,0,0,1
871,0,0,0,0
872,0,0,0,0
873,0,0,0,0
874,0,0,0,0
875,0,0,0,0
876,0,0,6,3
877,0,0,0,0
878,0,1,8,0
879,0,0,0,0
880,5,1,1,0
881,0,0,0,0
882,1,0,0,0
883,2,11,1,1
884,0,0,0,1
885,0,3,2,4
886,0,0,0,0
887,0,0,0,0
888,0,0,0,0
889,0,0,0,0
890,0,5,0,0
891,0,0,0,0
892,1,0,0,0
893,0,0,0,0
894,0,0,0,1
895,0,0,0,0
896,0,0,0,0
897,0,11,1,0
898,0,0,0,0
899,0,0,0,0
900,0,0,1,0
901,0,0,0,0
902,6,5,10,0
903,0,1,1,3
904,0,0,0,0
905,1,0,0,0
906,0,0,0,0
907,0,0,0,0
908,0,3,3,1
909,0,1,0,1
910,3,7,8,20
911,0,8,8,11
912,4,2,0,2
913,0,0,0,0
914,1,0,5,0
915,3,6,10,6
916,5,11,10,10
917,6,8,14,12
918,0,0,3,4
919,0,1,1,0
920,0,0,0,0
921,0,0,0,0
922,6,17,16,4
923,7,4,3,4
924,8,9,11,4
925,0,0,0,0
926,0,0,0,0
927,0,1,0,0
928,0,0,0,0
929,0,0,0,0
930,0,1,0,0
931,1,0,1,1
932,0,0,0,0
933,0,0,0,0
934,0,0,0,0
935,0,0,0,0
936,0,0,0,0
937,0,0,0,0
938,0,0,0,0
939,0,0,0,0
940,0,0,0,0
941,0,0,0,0
942,0,0,0,0
943,0,0,0,0
944,0,0,0,0
945,0,0,0,0
946,0,0,0,0
947,0,0,0,0
948,0,0,0,0
949,0,0,0,0
950,0,0,0,0
951,0,0,0,0
952,0,0,0,0
953,0,0,0,0
954,0,0,0,0
955,0,0,0,0
956,0,1,1,0
957,0,0,0,0
958,0,0,0,0
959,2,16,13,0
960,0,0,0,0
961,0,0,0,0
962,0,0,0,0
963,0,0,0,0
964,0,0,0,0
965,0,1,0,0
966,0,0,0,0
967,0,0,0,0
968,0,0,0,0
969,1,3,0,0
970,0,0,0,0
971,0,0,0,0
972,0,0,0,0
973,0,0,0,0
974,0,0,0,0
975,0,0,0,0
976,0,0,0,0
977,0,0,0,0
978,0,0,0,0
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,0,0,0,0
983,0,0,0,0
984,0,0,0,0
985,0,0,0,0
986,0,0,0,0
987,0,0,0,0
988,0,0,0,0
989,0,0,0,0
990,0,0,0,1
991,0,0,0,1
992,0,0,0,0
993,0,1,0,0
994,0,0,0,0
995,0,0,0,0
996,0,0,0,0
997,0,0,0,0
998,0,0,0,0
999,0,0,0,0
1000,0,0,0,0
1001,0,0,0,0
1002,0,0,0,0
1003,0,0,0,0
1004,0,0,0,0
1005,0,0,0,0
1006,0,1,0,0
1007,0,0,0,0
1008,0,0,0,0
1009,0,0,0,0
1010,0,0,0,0
1011,0,0,0,0
1012,2,0,0,0
1013,0,0,1,0
1014,5,3,1,5
1015,2,3,2,0
1016,0,1,3,0
1017,0,2,0,3
1018,15,8,16,5
1019,1,3,6,5
1020,1,1,0,4
1021,0,0,0,0
1022,0,0,0,0
1023,0,0,0,0
1024,7,3,2,2
1025,1,4,2,6
1026,1,4,2,6
1027,0,2,0,9
1028,2,0,0,0
1029,0,0,0,0
1030,0,0,0,0
1031,0,0,0,0
1032,0,0,0,0
1033,0,0,0,0
1034,0,0,0,0
1035,0,1,2,1
1036,5,2,1,0
1037,0,0,0,1
1038,1,0,1,0
1039,0,0,0,1
1040,0,0,0,1
1041,0,0,0,0
1042,0,1,0,0
1043,0,0,0,1
1044,0,0,0,0
1045,0,0,0,0
1046,4,0,1,3
1047,0,1,0,1
1048,0,0,0,0
1049,0,0,0,0
1050,0,0,0,1
1051,0,0,0,0
1052,0,0,0,0
1053,0,0,0,0
1054,0,0,0,0
1055,0,0,0,0
1056,0,0,1,1
1057,1,2,0,2
1058,0,1,0,1
1059,0,1,1,1
1060,0,0,0,0
1061,0,0,0,0
1062,0,1,0,0
1063,0,0,0,0
1064,2,1,1,8
1065,1,0,0,1
1066,1,2,1,5
1067,0,1,1,4
1068,0,3,1,9
1069,0,0,1,1
1070,0,0,0,0
1071,0,0,0,0
1072,1,0,0,0
1073,1,1,0,0
1074,1,0,1,13
1075,2,0,0,2
1076,2,0,0,0
1077,0,0,0,0
1078,0,0,3,1
1079,5,0,0,2
1080,0,0,0,0
1081,0,0,0,0
1082,0,0,0,0
1083,0,1,1,0
1084,0,0,0,1
1085,1,1,1,4
1086,1,0,0,6
1087,1,1,0,2
1088,0,1,0,0
1089,0,0,0,0
1090,0,0,0,0
1091,0,0,0,0
1092,0,0,0,0
1093,0,0,0,0
1094,0,0,0,0
1095,0,1,0,2
1096,3,3,0,1
1097,1,0,0,0
1098,0,0,2,0
1099,1,0,0,0
1100,0,1,0,4
1101,5,1,0,4
1102,2,0,0,3
1103,0,0,0,0
1104,0,0,0,0
1105,0,0,0,0
1106,0,0,0,0
1107,0,0,0,0
1108,0,0,0,0
1109,0,0,0,0
1110,0,0,0,0
1111,0,0,0,0
1112,0,0,0,0
1113,6,2,2,5
1114,0,0,2,3
1115,0,0,0,0
1116,0,0,1,1
1117,0,1,0,1
1118,1,0,1,0
1119,0,4,3,8
1120,2,9,0,3
1121,2,4,3,4
1122,0,0,0,0
1123,0,0,0,0
1124,0,0,0,0
1125,0,0,1,0
1126,0,0,0,0
1127,2,2,2,0
1128,0,0,0,5
1129,2,3,2,1
1130,0,0,1,0
1131,0,0,0,2
1132,3,1,1,3
1133,0,0,0,0
1134,0,0,1,0
1135,1,2,1,3
1136,6,1,4,6
1137,5,2,1,4
1138,0,0,0,0
1139,0,0,0,4
1140,0,0,0,0
1141,0,0,0,0
1142,0,0,0,0
1143,0,1,0,2
1144,0,0,0,0
1145,3,3,1,7
1146,10,2,0,3
1147,3,5,4,3
1148,1,0,0,2
1149,0,0,0,0
1150,0,0,0,0
1151,0,1,0,0
1152,5,21,6,7
1153,0,1,3,6
1154,0,0,0,0
1155,0,0,0,0
1156,0,0,0,0
1157,0,0,0,0
1158,0,0,0,0
1159,0,0,3,1
1160,0,0,0,1
1161,0,0,0,0
1162,0,0,0,0
1163,1,2,3,4
1164,2,1,1,1
1165,1,2,0,8
1166,0,0,0,0
1167,0,0,0,0
1168,3,0,0,0
1169,0,0,1,1
1170,0,0,0,0
1171,0,0,0,0
1172,1,4,3,7
1173,0,2,0,0
1174,0,0,0,1
1175,0,0,0,0
1176,0,0,0,0
1177,0,0,0,0
1178,0,0,0,0
1179,0,0,0,0
1180,0,0,0,2
1181,0,0,3,4
1182,3,6,6,7
1183,1,1,3,9
1184,0,6,3,13
1185,0,0,0,2
1186,0,0,0,0
1187,0,0,0,0
1188,0,0,0,0
1189,0,0,0,0
1190,0,0,0,0
1191,0,2,2,1
1192,0,0,0,0
1193,3,4,1,3
1194,0,2,3,3
1195,0,0,2,0
1196,0,0,2,0
1197,0,0,0,1
1198,0,0,0,0
1199,0,0,0,0
1200,0,0,0,0
1201,0,0,0,0
1202,0,0,0,0
1203,0,0,0,0
1204,0,0,0,0
1205,0,1,0,0
1206,0,0,0,0
1207,0,0,0,0
1208,0,0,0,2
1209,0,0,0,0
1210,0,0,0,0
1211,0,0,0,0
1212,0,0,0,0
1213,0,0,0,0
1214,0,0,0,0
1215,0,0,0,0
1216,0,0,0,0
1217,0,0,0,0
1218,0,0,0,0
1219,0,0,0,0
1220,0,0,0,0
1221,0,0,0,0
1222,0,0,0,0
1223,0,0,0,0
1224,0,0,0,0
1225,2,0,0,0
1226,1,1,2,4
1227,0,0,0,0
1228,0,0,0,1
1229,0,0,0,0
1230,0,0,0,0
1231,0,0,0,0
1232,0,0,0,0
1233,0,0,0,0
1234,0,0,0,0
1235,0,0,0,0
1236,0,0,0,0
1237,0,0,0,0
1238,2,1,5,1
1239,0,0,0,0
1240,0,0,0,0
1241,0,2,0,0
1242,0,0,0,0
1243,0,1,0,0
1244,0,0,0,0
1245,0,0,0,0
1246,0,0,0,0
1247,0,2,0,0
1248,0,0,0,0
1249,1,0,0,0
1250,2,0,0,1
1251,0,1,3,4
1252,1,5,8,1
1253,0,0,0,0
1254,0,0,0,0
1255,0,0,0,0
1256,0,0,0,0
1257,0,1,0,0
1258,0,0,0,0
1259,0,0,0,0
1260,0,0,0,0
1261,0,0,0,0
1262,0,0,0,0
1263,0,0,0,0
1264,0,0,0,0
1265,0,0,1,0
1266,0,0,0,0
1267,0,0,0,0
1268,0,0,0,0
1269,0,0,0,0
1270,1,2,0,0
1271,0,0,0,0
1272,0,0,0,0
1273,0,0,0,0
1274,0,0,0,0
1275,0,1,0,0
1276,0,0,0,0
1277,0,0,0,0
1278,0,1,0,0
1279,1,0,0,0
1280,0,0,0,0
1281,0,0,0,0
1282,0,2,0,1
1283,0,0,0,0
1284,0,0,0,0
1285,0,0,0,0
1286,0,0,0,0
1287,0,0,0,0
1288,0,0,0,0
1289,0,0,1,0
1290,0,4,1,0
1291,0,0,0,0
1292,0,0,0,0
1293,0,0,0,0
1294,0,1,1,0
1295,0,0,0,0
1296,0,0,0,0
1297,0,0,1,2
1298,0,0,0,0
1299,0,0,0,0
1300,0,0,0,0
1301,0,0,0,0
1302,0,0,0,0
1303,0,0,0,0
1304,0,0,0,0
1305,0,0,0,1
1306,0,0,0,0
1307,0,0,0,0
1308,0,0,0,0
1309,0,0,0,0
1310,0,0,0,0
1311,0,1,0,0
1312,0,0,0,0
1313,0,0,2,1
1314,0,0,0,0
1315,2,5,6,2
1316,1,1,1,0
1317,0,0,0,0
1318,2,1,1,6
1319,1,5,1,7
1320,0,0,0,0
1321,0,0,0,0
1322,0,0,2,5
1323,0,0,0,0
1324,0,0,0,0
1325,0,0,0,0
1326,0,0,0,0
1327,0,0,0,0
1328,0,0,0,0
1329,0,0,0,0
1330,1,0,0,0
1331,0,2,1,2
1332,0,0,0,0
1333,0,0,0,0
1334,0,0,0,0
1335,0,11,2,2
1336,0,0,0,0
1337,0,0,0,0
1338,0,0,0,0
1339,0,0,0,0
1340,2,0,0,1
1341,0,0,0,0
1342,0,0,0,0
1343,0,0,0,0
1344,0,0,0,0
1345,0,0,0,0
1346,0,0,0,0
1347,0,0,0,0
1348,0,0,0,1
1349,0,0,0,0
1350,0,0,0,0
1351,0,0,0,0
1352,0,0,0,0
1353,0,0,0,0
1354,0,0,0,0
1355,0,0,0,0
1356,0,0,0,0
1357,0,0,0,0
